,id,tree_id,parent_id,title,description,participant,condition,created,is_example,example_id,replicated_tree_id,study,discarded,done
275,5193,546,5192.0,Priorisierung,,362.0,,2021-08-16 19:24:57,0,,,,0,
276,5192,546,5190.0,Zeitmanagement,,362.0,,2021-08-16 19:24:30,0,,,,0,
277,5191,546,5190.0,Zielgerichtet Lernen,,362.0,,2021-08-16 19:24:08,0,,,,0,
278,5190,546,,Prüfungen bestehen,,362.0,,2021-08-16 19:23:33,0,,,,0,
279,5189,545,5186.0,Kurse belegen,,357.0,,2021-08-16 10:00:56,0,,,,0,
280,5188,545,5186.0,Sensory Physiology,,357.0,,2021-08-16 10:00:35,0,,,,0,
281,5187,545,5186.0,Mathe bestehen,"Vorlesungen durcharbeiten
Aufgaben der jeweiligen Kapitel lösen
3 Probeklausuren",357.0,,2021-08-16 09:59:27,0,,,,0,
282,5186,545,,Semester abschließen,,357.0,,2021-08-16 09:56:53,0,,,,0,
283,5185,544,5183.0,Organisation der Arb,"Sinnvolle Planung der Arbeit, alle Aufgaben die erledigt werden müssen ",345.0,,2021-08-16 07:27:40,0,,,,0,
284,5184,544,5183.0,Zeitmanagement ,6 Monate Bearbeitungszeit sinnvoll aufteilen,345.0,,2021-08-16 07:26:18,0,,,,0,
285,5183,544,5182.0,Masterarbeit erstell,,345.0,,2021-08-16 07:25:23,0,,,,0,
286,5182,544,,Studium abschließen,,345.0,,2021-08-16 07:23:51,0,,,,0,
288,5180,542,5173.0,alle Scheine sammeln,,339.0,,2021-08-13 14:55:18,0,,,,0,
289,5179,542,5173.0,Expose für Prof,,339.0,,2021-08-13 14:54:49,0,,,,0,
290,5178,542,5174.0,VP Stunden holen,,339.0,,2021-08-13 14:53:16,0,,,,0,
291,5177,542,5175.0,alte Scheine sammeln,,339.0,,2021-08-13 14:52:44,0,,,,0,
292,5176,542,5175.0,neue Scheine holen,,339.0,,2021-08-13 14:52:21,0,,,,0,
293,5175,542,5174.0,Wechsel PO,,339.0,,2021-08-13 14:51:19,0,,,,0,
294,5174,542,5173.0,Scheine einreichen,,339.0,,2021-08-13 14:48:44,0,,,,0,
295,5173,542,,Anmelden: Bachelorar,,339.0,,2021-08-13 14:47:57,0,,,,0,
296,5172,541,,Gebärdenspr. lernen,,334.0,,2021-08-12 11:07:11,0,,,,0,
301,5167,539,5164.0,6. Semester,,330.0,,2021-08-12 07:28:55,0,,,,0,
302,5166,539,5164.0,Auslandssemester,,330.0,,2021-08-12 07:28:45,0,,,,0,
303,5165,539,5163.0,Bachelorarbeit,,330.0,,2021-08-12 07:28:32,0,,,,0,
304,5164,539,5163.0,Module abschließen,,330.0,,2021-08-12 07:28:06,0,,,,0,
305,5163,539,,Bachelor abschließen,,330.0,,2021-08-12 07:27:18,0,,,,0,
306,5162,538,5161.0,Zeitplan machen,,323.0,,2021-08-11 10:51:04,0,,,,0,
307,5161,538,5160.0,Arsch hoch kriegen,,323.0,,2021-08-11 10:50:57,0,,,,0,
308,5160,538,5157.0,Zeitplan einhalten,,323.0,,2021-08-11 10:50:02,0,,,,0,
309,5159,538,5158.0,Zeitplan machen,,323.0,,2021-08-11 10:49:22,0,,,,1,
310,5158,538,5157.0,Arsch hoch kriegen,,323.0,,2021-08-11 10:48:57,0,,,,1,
311,5157,538,,Studium abschließen,,323.0,,2021-08-11 10:47:54,0,,,,0,
312,5156,537,5148.0,Bisheriges sortieren,,309.0,,2021-08-10 10:56:32,0,,,,0,
313,5155,537,5147.0,Expose lesen,,309.0,,2021-08-10 10:56:01,0,,,,0,
314,5154,537,5146.0,Proposal lesen,,309.0,,2021-08-10 10:55:53,0,,,,0,
315,5153,537,5149.0,Studien ausdrucken,,309.0,,2021-08-10 10:55:33,0,,,,0,
316,5152,537,5149.0,AO arbeiten lesen,,309.0,,2021-08-10 10:55:11,0,,,,0,
317,5151,537,5149.0,Anikas Arbeit lesen,,309.0,,2021-08-10 10:54:55,0,,,,0,
318,5150,537,5149.0,Sophies Arbeit lesen,,309.0,,2021-08-10 10:54:46,0,,,,0,
319,5149,537,5141.0,Andere Arbeiten lese,,309.0,,2021-08-10 10:54:34,0,,,,0,
320,5148,537,5142.0,Ordner dafür anlegen,,309.0,,2021-08-10 10:54:09,0,,,,0,
321,5147,537,5141.0,Expose schreiben,,309.0,,2021-08-10 10:53:46,0,,,,0,
322,5146,537,5141.0,Proposal schreiben,,309.0,,2021-08-10 10:53:38,0,,,,0,
323,5145,537,5144.0,Nach Pomodoro/Eisen,,309.0,,2021-08-10 10:53:26,0,,,,0,
324,5144,537,5143.0,Studien sortieren,,309.0,,2021-08-10 10:53:11,0,,,,0,
325,5143,537,5141.0,Studien suchen,,309.0,,2021-08-10 10:52:57,0,,,,0,
326,5142,537,5141.0,Gliederung schreiben,"Aufschreiben einer Liste von To Dos
",309.0,,2021-08-10 10:50:44,0,,,,0,
327,5141,537,,Bachelorarbeit ,,309.0,,2021-08-10 10:49:23,0,,,,0,
328,5140,536,5132.0,Alles zusammenführen,,307.0,,2021-08-10 09:38:01,0,,,,0,
329,5139,536,5138.0,Spezifisch anfragen,,307.0,,2021-08-10 09:37:25,0,,,,0,
330,5138,536,5137.0,Informieren,,307.0,,2021-08-10 09:36:50,0,,,,0,
331,5137,536,5129.0,Was kommt danach?,,307.0,,2021-08-10 09:36:40,0,,,,0,
332,5136,536,5130.0,Prüfungen halten,,307.0,,2021-08-10 09:36:20,0,,,,0,
333,5135,536,5130.0,Klausuren schreiben,,307.0,,2021-08-10 09:36:02,0,,,,0,
334,5134,536,5132.0,Inhalte finden,,307.0,,2021-08-10 09:35:36,0,,,,0,
335,5133,536,5132.0,Thema finden,,307.0,,2021-08-10 09:35:10,0,,,,0,
336,5132,536,5131.0,Zeitplan erstellen,,307.0,,2021-08-10 09:34:56,0,,,,0,
337,5131,536,5129.0,Arbeit schreiben,,307.0,,2021-08-10 09:34:30,0,,,,0,
338,5130,536,5129.0,Kurse abschließen,,307.0,,2021-08-10 09:34:04,0,,,,0,
339,5129,536,,Studium abschließen,,307.0,,2021-08-10 09:33:00,0,,,,0,
342,5126,534,5124.0,Sekreteriat,Nachzahlung beantragen ,300.0,,2021-08-09 17:19:42,0,,,,0,
344,5124,534,5122.0,Semesterbeitrag ,"Semesterbeitrag zahlen, für Prüfungen anmelden",300.0,,2021-08-09 15:31:11,0,,,,0,
345,5123,534,5121.0,Praktikum fertig ,Fristen einhalten ,300.0,,2021-08-09 15:30:37,0,,,,0,
346,5122,534,5121.0,3. Semester fertig,3. Semester als schwierigstes Semester abschließen. ,300.0,,2021-08-09 15:30:11,0,,,,0,
347,5121,534,5120.0,Bachelor abschließen,"Alle Klausuren im Bachelor bestehen, Praktikum, Seminare und sonstige Leistungen",300.0,,2021-08-09 15:29:09,0,,,,0,
348,5120,534,,Studium abschließen,,300.0,,2021-08-09 15:28:03,0,,,,0,
351,5117,531,5116.0,Ausbildung beenden,,290.0,,2021-08-08 17:30:59,0,,,,0,
352,5116,531,,Studium abschließen,,290.0,,2021-08-08 17:30:23,0,,,,0,
353,5115,530,5112.0,Selbstvertrauen,,286.0,,2021-08-08 15:01:14,0,,,,0,
354,5114,530,5112.0,Endspurt,Kurz vor der klausur gut viel in die Bib gehen,286.0,,2021-08-08 14:59:32,0,,,,0,
355,5113,530,5112.0,Mitarbeit,Im semester stets mitschreiben und mitlernen,286.0,,2021-08-08 14:58:55,0,,,,0,
356,5112,530,5111.0,Klausurvorbereitung,Vorbereitung auf die Klausuren am ende des semesters,286.0,,2021-08-08 14:55:41,0,,,,0,
357,5111,530,,gute Noten schreiben,,286.0,,2021-08-08 14:54:21,0,,,,0,
358,5110,529,5108.0,In das Land reisen,,283.0,,2021-08-08 14:30:34,0,,,,0,
359,5109,529,5108.0,Sprachunterricht,,283.0,,2021-08-08 14:30:15,0,,,,0,
360,5108,529,,Eine Sprache lernen,,283.0,,2021-08-08 14:29:33,0,,,,0,
361,5107,528,5103.0,Termine,,281.0,,2021-08-08 14:14:16,0,,,,0,
362,5106,528,5103.0,To-do,,281.0,,2021-08-08 14:14:05,0,,,,0,
363,5105,528,5103.0,Klausuren ,,281.0,,2021-08-08 14:13:55,0,,,,0,
364,5104,528,5103.0,Hausarbeit schreiben,,281.0,,2021-08-08 14:13:30,0,,,,0,
365,5103,528,,Studium abschließen,,281.0,,2021-08-08 14:12:19,0,,,,0,
366,5102,527,5097.0,Verhalten begründen,,276.0,,2021-08-08 10:53:51,0,,,,0,
367,5101,527,5097.0,Verhalten beobachten,,276.0,,2021-08-08 10:53:44,0,,,,0,
368,5100,527,5096.0,Weitere Bereiche,,276.0,,2021-08-08 10:53:09,0,,,,0,
369,5099,527,5096.0,Klinisches Praktikum,,276.0,,2021-08-08 10:52:47,0,,,,0,
370,5098,527,5096.0,Forschungspraktikum,,276.0,,2021-08-08 10:52:31,0,,,,0,
371,5097,527,5093.0,Alltagsanwendung,,276.0,,2021-08-08 10:52:03,0,,,,0,
372,5096,527,5093.0,Praktika machen,,276.0,,2021-08-08 10:51:45,0,,,,0,
373,5095,527,5092.0,Inhalte lernen,,276.0,,2021-08-08 10:51:17,0,,,,0,
374,5094,527,5092.0,Kurse belegen,,276.0,,2021-08-08 10:51:10,0,,,,0,
375,5093,527,5091.0,Praxis erfahren,Gelerntes anwenden im Kontakt mit echten Menschen,276.0,,2021-08-08 10:50:14,0,,,,0,
376,5092,527,5091.0,Theorie aneignen,Grundlagen der Psychologie lernen und greifbar haben,276.0,,2021-08-08 10:49:02,0,,,,0,
377,5091,527,,Menschen verstehen,,276.0,,2021-08-08 10:47:03,0,,,,0,
378,5090,526,5087.0,3,,274.0,,2021-08-08 09:56:56,0,,,,0,
379,5089,526,5087.0,2,,274.0,,2021-08-08 09:56:26,0,,,,0,
380,5088,526,5087.0,1,,274.0,,2021-08-08 09:56:18,0,,,,0,
381,5087,526,,Studium,,274.0,,2021-08-08 09:52:34,0,,,,0,
382,5086,525,5084.0,Praktikum-Bericht,,263.0,,2021-08-06 18:13:29,0,,,,0,
383,5085,525,5084.0,BA schreiben,,263.0,,2021-08-06 18:12:09,0,,,,0,
384,5084,525,,Studium abschließen,,263.0,,2021-08-06 18:09:33,0,,,,0,
385,5083,524,5081.0,PIKE Schema,,261.0,,2021-08-06 14:53:37,0,,,,0,
386,5082,524,5081.0,Themefindung,,261.0,,2021-08-06 14:53:01,0,,,,0,
387,5081,524,5064.0,Klare Fragestellung,,261.0,,2021-08-06 14:52:33,0,,,,0,
388,5080,524,5067.0,Gespräche führen,,261.0,,2021-08-06 14:51:56,0,,,,0,
389,5079,524,5066.0,Kleine Ziele setzen,,261.0,,2021-08-06 14:50:36,0,,,,0,
390,5078,524,5066.0,Struktur schaffen,,261.0,,2021-08-06 14:50:12,0,,,,0,
391,5077,524,5066.0,Früh genug anfangen,,261.0,,2021-08-06 14:49:58,0,,,,0,
392,5076,524,5066.0,Plan erstellen,,261.0,,2021-08-06 14:49:49,0,,,,0,
393,5075,524,5065.0,Internet,,261.0,,2021-08-06 14:49:32,0,,,,0,
394,5074,524,5065.0,Bibliothek,,261.0,,2021-08-06 14:49:28,0,,,,0,
395,5073,524,5065.0,Studien,,261.0,,2021-08-06 14:49:25,0,,,,0,
396,5072,524,5065.0,interne Evidenz,,261.0,,2021-08-06 14:49:20,0,,,,0,
397,5071,524,5065.0,externe Evidenz,,261.0,,2021-08-06 14:49:15,0,,,,0,
398,5070,524,5067.0,Studien,,261.0,,2021-08-06 14:48:56,0,,,,1,
399,5069,524,5067.0,Interviews,,261.0,,2021-08-06 14:48:53,0,,,,0,
400,5068,524,5067.0,Beobachtungen,,261.0,,2021-08-06 14:48:49,0,,,,0,
401,5067,524,5064.0,Fallanalyse,,261.0,,2021-08-06 14:48:02,0,,,,0,
402,5066,524,5064.0,Zeitmanagement,,261.0,,2021-08-06 14:47:53,0,,,,0,
403,5065,524,5064.0,Literaturrecherche,,261.0,,2021-08-06 14:47:35,0,,,,0,
404,5064,524,,Bachelorarbeit ,,261.0,,2021-08-06 14:46:35,0,,,,0,
420,5044,521,5039.0,Unterschriften holen,,256.0,,2021-08-06 07:52:08,0,,,,0,
421,5043,521,5038.0,Bewerbungsschreiben,,256.0,,2021-08-06 07:51:37,0,,,,0,
422,5042,521,5041.0,Techniken anwenden,,256.0,,2021-08-06 07:50:35,0,,,,0,
423,5041,521,5037.0,Blockseminar für PPP,,256.0,,2021-08-06 07:50:11,0,,,,0,
424,5040,521,5030.0,Auszeiten setzen,,256.0,,2021-08-06 07:49:20,0,,,,0,
425,5039,521,5036.0,Studienteilnahme,,256.0,,2021-08-06 07:48:24,0,,,,0,
426,5038,521,5035.0,frühzeitig suchen,,256.0,,2021-08-06 07:46:56,0,,,,0,
427,5037,521,5025.0,PPP halten,,256.0,,2021-08-06 07:46:30,0,,,,0,
428,5036,521,5025.0,VP-Stunden sammeln,,256.0,,2021-08-06 07:46:13,0,,,,0,
429,5035,521,5025.0,Praktika absolvieren,,256.0,,2021-08-06 07:45:41,0,,,,0,
430,5034,521,5030.0,to-do-Listen,,256.0,,2021-08-06 07:44:33,0,,,,0,
431,5033,521,5030.0,feste Zeiten setzen,,256.0,,2021-08-06 07:44:12,0,,,,0,
432,5032,521,5031.0,Lerntechniken ,,256.0,,2021-08-06 07:43:15,0,,,,0,
433,5031,521,5026.0,Lernroutinen,,256.0,,2021-08-06 07:42:29,0,,,,0,
434,5030,521,5026.0,Lernpläne,,256.0,,2021-08-06 07:42:14,0,,,,0,
435,5029,521,5025.0,Lernroutinen,,256.0,,2021-08-06 07:39:43,0,,,,1,
436,5028,521,5025.0,Disziplin,,256.0,,2021-08-06 07:39:08,0,,,,1,
437,5027,521,5025.0,Lernpläne,,256.0,,2021-08-06 07:37:47,0,,,,1,
438,5026,521,5025.0,Klausuren bestehen,,256.0,,2021-08-06 07:36:39,0,,,,0,
439,5025,521,,Studium abschließen,,256.0,,2021-08-06 07:31:00,0,,,,0,
440,5024,520,5021.0,zusätzliche Kurse,"Die Kurse, die andere von KI sind, aber stehen mit KI in verbindung",254.0,,2021-08-05 11:54:32,0,,,,0,
441,5023,520,5021.0,KI Technologien,beschäftigen sich mit neu Technologien von KI ,254.0,,2021-08-05 11:53:38,0,,,,0,
442,5022,520,5021.0,KI Kurse,Alle mögliche KI Kurse besuchen,254.0,,2021-08-05 11:52:52,0,,,,0,
443,5021,520,,KI System bauen ,,254.0,,2021-08-05 11:48:26,0,,,,0,
444,5020,519,5005.0,einreichen,,253.0,,2021-08-05 10:28:15,0,,,,0,
445,5019,519,5005.0,abholen,,253.0,,2021-08-05 10:28:12,0,,,,0,
446,5018,519,5005.0,Teilnehmen,,253.0,,2021-08-05 10:28:09,0,,,,0,
447,5017,519,5006.0,Differentielle,,253.0,,2021-08-05 10:27:59,0,,,,0,
448,5016,519,5006.0,Bio,,253.0,,2021-08-05 10:27:56,0,,,,0,
449,5015,519,5006.0,Sozial,,253.0,,2021-08-05 10:27:53,0,,,,0,
450,5014,519,5006.0,A & O,,253.0,,2021-08-05 10:27:50,0,,,,0,
451,5013,519,5006.0,Päda,,253.0,,2021-08-05 10:27:39,0,,,,0,
452,5012,519,5004.0,Diskussion,,253.0,,2021-08-05 10:27:33,0,,,,0,
453,5011,519,5004.0,SPSS,,253.0,,2021-08-05 10:27:30,0,,,,0,
454,5010,519,5004.0,Resultate,,253.0,,2021-08-05 10:27:29,0,,,,0,
455,5009,519,5004.0,Methoden,,253.0,,2021-08-05 10:27:26,0,,,,0,
456,5008,519,5004.0,Studie durchführen,,253.0,,2021-08-05 10:27:23,0,,,,0,
457,5007,519,5004.0,Einleitung,,253.0,,2021-08-05 10:27:18,0,,,,0,
458,5006,519,5003.0,Klausuren,,253.0,,2021-08-05 10:25:59,0,,,,0,
459,5005,519,5003.0,VP-Stunden,,253.0,,2021-08-05 10:25:53,0,,,,0,
460,5004,519,5003.0,Bachelorarbeit,,253.0,,2021-08-05 10:25:49,0,,,,0,
461,5003,519,,Bachelorabschluss,,253.0,,2021-08-05 10:23:22,0,,,,0,
462,5002,518,4999.0,Interviews führen,,251.0,,2021-08-03 17:39:23,0,,,,0,
463,5001,518,4999.0,Empirische Methode,,251.0,,2021-08-03 17:39:00,0,,,,0,
464,5000,518,4999.0,Notizen zu Literatur,,251.0,,2021-08-03 17:38:51,0,,,,0,
465,4999,518,4991.0,Schreiben,,251.0,,2021-08-03 17:38:33,0,,,,0,
466,4998,518,4996.0,Vorgaben suchen,,251.0,,2021-08-03 17:38:18,0,,,,0,
467,4997,518,4996.0,Gliederung erstellen,,251.0,,2021-08-03 17:37:37,0,,,,0,
468,4996,518,4991.0,Dokument formatieren,,251.0,,2021-08-03 17:37:23,0,,,,0,
469,4995,518,4992.0,Frage formulieren,,251.0,,2021-08-03 17:36:57,0,,,,0,
470,4994,518,4992.0,Recherche,,251.0,,2021-08-03 17:36:52,0,,,,0,
471,4993,518,4992.0,Recherche,,251.0,,2021-08-03 17:36:08,0,,,,1,
472,4992,518,4991.0,Thema finden,,251.0,,2021-08-03 17:35:55,0,,,,0,
473,4991,518,,Masterarbeit,,251.0,,2021-08-03 17:35:41,0,,,,0,
479,4985,512,4984.0,A1 Kurs absolvieren,,248.0,,2021-08-02 19:58:36,0,,,,0,
480,4984,512,,Italienisch lernen,,248.0,,2021-08-02 19:57:43,0,,,,0,
481,4983,510,4981.0,Auftreten verbessern,,247.0,,2021-08-02 19:21:37,0,,,,0,
482,4982,510,4981.0,Ängste konfrontieren,,247.0,,2021-08-02 19:21:21,0,,,,0,
483,4981,510,4978.0,Selbstbewusstsein,,247.0,,2021-08-02 19:20:41,0,,,,0,
484,4980,510,4978.0,Programmierkenntnis,,247.0,,2021-08-02 19:20:29,0,,,,0,
485,4979,510,4978.0,Soft Skills,,247.0,,2021-08-02 19:20:09,0,,,,0,
486,4978,510,4965.0,Kompetenzbildung,,247.0,,2021-08-02 19:19:30,0,,,,0,
487,4977,511,4966.0,Schwimmen,Schwimmen lehren,245.0,,2021-08-02 19:19:28,0,,,,0,
488,4976,510,4973.0,Berufswunsch,,247.0,,2021-08-02 19:17:56,0,,,,0,
489,4975,510,4973.0,Praktika,,247.0,,2021-08-02 19:17:48,0,,,,0,
490,4974,510,4973.0,Master,,247.0,,2021-08-02 19:17:39,0,,,,0,
491,4973,510,4965.0,Zukunftsplanung,,247.0,,2021-08-02 19:17:24,0,,,,0,
492,4972,510,4968.0,Modul,,247.0,,2021-08-02 19:16:46,0,,,,0,
493,4971,510,4968.0,Interesse,,247.0,,2021-08-02 19:16:41,0,,,,0,
494,4970,510,4968.0,ECTS,,247.0,,2021-08-02 19:16:30,0,,,,0,
495,4969,511,4966.0,für Sport,,245.0,,2021-08-02 19:16:28,0,,,,0,
496,4968,510,4967.0,Kurswahl,,247.0,,2021-08-02 19:16:04,0,,,,0,
497,4967,510,4965.0,ECTS sammeln,,247.0,,2021-08-02 19:15:28,0,,,,0,
498,4966,511,,Lehrkraft,,245.0,,2021-08-02 19:14:45,0,,,,0,
499,4965,510,,Studium abschließen,,247.0,,2021-08-02 19:14:14,0,,,,0,
500,4964,509,4961.0,Programmieren,,244.0,,2021-08-02 12:13:23,0,,,,0,
501,4963,509,4961.0,Buch lesen,,244.0,,2021-08-02 12:12:40,0,,,,0,
502,4962,509,4961.0,Online Kurs,,244.0,,2021-08-02 12:12:31,0,,,,0,
503,4961,509,,Wissen aggregieren,,244.0,,2021-08-02 12:11:19,0,,,,0,
504,4960,508,4959.0,Vorbereiten,Ecmoanlage vorbereiten ,240.0,,2021-08-01 19:55:47,0,,,,0,
505,4959,508,,Ecmo lernen,,240.0,,2021-08-01 19:51:39,0,,,,0,
506,4958,507,4955.0,Mündliche Prüfung,,239.0,,2021-07-31 21:04:51,0,,,,0,
507,4957,507,4954.0,Kurse wählen,,239.0,,2021-07-31 21:04:19,0,,,,0,
508,4956,507,4953.0,Bachelorarbeit,,239.0,,2021-07-31 21:04:08,0,,,,0,
509,4955,507,4953.0,Modulprüfungen,,239.0,,2021-07-31 21:03:58,0,,,,0,
510,4954,507,4953.0,ECTS sammlen,,239.0,,2021-07-31 21:03:30,0,,,,0,
511,4953,507,,Studium abschließen,,239.0,,2021-07-31 21:02:33,0,,,,0,
512,4952,506,4949.0,Ziel visualisieren,"Sich immer wieder das Ziel vor dem inneren Auge visualisieren! Wie werde ich mich fühlen wenn ich das Paper publiziert habe? Vielleicht einen Ausdruck davon anfertigen, den man dann bei sich aufhängt: DA will ich hin!",238.0,,2021-07-31 13:27:42,0,,,,0,
513,4951,506,4949.0,Ablenkung entfernen,Ablenkungen sollten entfernt werden - z.B. indem social media stumm schaltet oder nicht erreichbar ist,238.0,,2021-07-31 13:26:21,0,,,,0,
514,4950,506,4949.0,Feste Arbeitszeiten,Feste Arbeitszeiten für das Projekt sollten festgelegt werden. Alles andere muss dann während dessen offline sein!,238.0,,2021-07-31 13:25:24,0,,,,0,
515,4949,506,4899.0,Mentales Management,Oft hat man zu viele Dinge auf einmal im Kopf. Das mentale Aufgaben jonglieren kann einen dann ganz schön im Weg stehen. Aber auch dafür gibt es Lösungen,238.0,,2021-07-31 13:24:29,0,,,,0,
516,4948,506,4941.0,Belohnungen,Belohnungen wenn es geschafft hat Deadlines einzuhalten,238.0,,2021-07-31 13:23:18,0,,,,0,
517,4947,506,4946.0,Kanban Online,"Eine Kanban bei dem Aufgaben online zugeteilt werden können, kann dabei helfen!",238.0,,2021-07-31 13:22:21,0,,,,0,
518,4946,506,4899.0,Aufgaben aufteilen,Eine Person alleine kann nicht alles stemmen. Auch die Hauptautorin nicht. Aufgaben deligieren ist dafür essentiell.,238.0,,2021-07-31 13:21:56,0,,,,0,
519,4945,506,4944.0,Kalender,Einen Kalendar zu erstellen kann helfen!,238.0,,2021-07-31 13:21:17,0,,,,0,
520,4944,506,4899.0,Organisation,Irgendwie muss man das ganze organisieren! Meistens sind alle beschäftigt und haben mehrere Projekte gleichzeitig am Laufen!,238.0,,2021-07-31 13:20:56,0,,,,0,
521,4943,506,4941.0,Externe Deadlines,Gibt es externe Deadlines? Z.B. vom Journal oder durch die Konferenz?,238.0,,2021-07-31 13:20:10,0,,,,0,
522,4942,506,4941.0,Interne Deadlines,Sollte man sich setzen! Kalendar kann helfen!,238.0,,2021-07-31 13:19:41,0,,,,0,
523,4941,506,4899.0,Deadlines,Ohne Deadlines passiert nichts.,238.0,,2021-07-31 13:19:02,0,,,,0,
524,4940,506,4898.0,Reihenfolge Authors,Schon von Anfang an sollte das geklärt werden: In welcher Reihenfolge sollen die Autor:innen genannt werden? Da sollte man vorsichtig sein und das möglichst früh klären!,238.0,,2021-07-31 13:18:24,0,,,,0,
525,4939,506,4934.0,Kooperationsinstitut,Andere Institute wollen vielleicht kooperieren oder die Arbeit finanziell unterstützen. Passen die Ideale dieser Institute (oder Firmen) zur Forschung? Haben die publicity die der Arbeit gut tun könnte? Welche Bedürfnisse und Wünsche haben die Kooperationspartner:innen? Kann und möchte man diesen gerecht werden?,238.0,,2021-07-31 13:16:37,0,,,,0,
526,4938,506,4934.0,Hauptinstitution,Das ist der Ort wo du deine Forschung machst und wer deine Arbeit finanziert,238.0,,2021-07-31 13:14:49,0,,,,0,
527,4937,506,4933.0,Mitstreiter:innen,Mit wem kannst du gut zusammenarbeiten? Könnt ihr eure Arbeit sinnvoll gemeinsam aufteilen?,238.0,,2021-07-31 13:13:59,0,,,,0,
528,4936,506,4933.0,Peers,"Mit wem kannst du dich austauschen, auch wenn sie nicht mitarbeiten? Wo kannst du neue Ideen bekommen oder dich auskotzen?",238.0,,2021-07-31 13:13:23,0,,,,0,
529,4935,506,4933.0,Supervisoren/Mentore,Wer kann dich unterstützen? Wer leitet dich gut an? Wer fördert dich? Wo fühlst du dich wohl? Wer kann dir helfen konstruktiv zu arbeiten?,238.0,,2021-07-31 13:12:50,0,,,,0,
530,4934,506,4898.0,Institutionen,Suche nach Institutionen bei denen du deine Forschungswünsche umsetzen kannst! Und die dich gut unterstüzen können in deiner Forschung!,238.0,,2021-07-31 13:11:47,0,,,,0,
531,4933,506,4898.0,Personen,Finde Leute mit denen du gut zusammenarbeiten kannst!,238.0,,2021-07-31 13:11:04,0,,,,0,
532,4932,506,4895.0,Überarbeitung,Ein Paper wird immer wieder überarbeitet. Schriftlich aber auch von der Forschungseite aus. Das gehört dazu! Neues Feedback kommt dazu und irgendwann auch reviews die eingearbeitet werden müssen!,238.0,,2021-07-31 13:10:30,0,,,,0,
533,4931,506,4896.0,Überarbeitung,Man kriegt immer wieder neues Feedback und später Reviews. Überarbeiten gehört dazu!,238.0,,2021-07-31 13:09:02,0,,,,1,
534,4930,506,4897.0,Repeat: Überarbeiten,Texte für Paper werden x-mal überarbeitet. Das ist normal. Also einfach nochmal. Und nochmal! Später kriegt man auch von den reviews Feedback das man einarbeiten muss!,238.0,,2021-07-31 13:07:19,0,,,,0,
535,4929,506,4897.0,Feedback,"Wenn der Text einmal steht, dann holt man sich Feedback ein.",238.0,,2021-07-31 13:06:15,0,,,,0,
536,4928,506,4897.0,Einfach machen,Die Texte für das Paper einfach verfassen - und zwar von Anfang an! Schon bei der Backgroundresearch lohnt es sich das gerade gelesene Wissen zu Papier zu bringen!,238.0,,2021-07-31 13:05:53,0,,,,0,
537,4927,506,4897.0,Üben!,Schreiben muss geübt sein. Schreiben ist auch eine Haltung. Muss mindestens einmal die Woche gemacht werden um in Übung zu bleiben,238.0,,2021-07-31 13:04:53,0,,,,0,
538,4926,506,4897.0,Wissen aneignen,Wie schreibt man gut wissenschaftlich? Bücher und Materialien dazu suchen und durcharbeiten,238.0,,2021-07-31 13:04:10,0,,,,0,
539,4925,506,4920.0,Kontakt außen,"Kontakt halten mit anderen Forscher:innen. Per mail nachfragen, Feedback einholen. Auch mal mit ihnen zoomen, etc.",238.0,,2021-07-31 13:02:28,0,,,,0,
540,4924,506,4918.0,Kontakt außen,"Kontakt halten mit anderen Forscher:innen in dem Bereich! Per Mail nachfragen, Feedback einholen",238.0,,2021-07-31 13:01:30,0,,,,1,
